titleId	conceptId	name	contentId	region	publisherId	psVR	pS4Pro	pS5BackCompat
CUSA12821_00	232452	UglyDolls: An Imperfect Adventure	UP3824-CUSA12821_00-UDOLLSBASEGAME01	UP	UP3824		Supported	Compatible
CUSA12826_00	232454	Prison Boss VR	UP4773-CUSA12826_00-PRISONBOSSVRAMER	UP	UP4773	Required	Supported	Compatible
CUSA14625_00	232454	Prison Boss VR Demo	UP4773-CUSA14625_00-PRISONBOSSVRAMDM	UP	UP4773	Required	Supported	
CUSA16730_00	232455	The Bard's Tale IV: Directors Cut	UP2047-CUSA16730_00-TBTIVGAMEUSA0000	UP	UP2047		Supported	Compatible
CUSA13538_00	232459	Hell Warders	UP4293-CUSA13538_00-0000000000000000	UP	UP4293		Supported	Compatible
CUSA12845_00	232460	Legendary Fishing	UP0001-CUSA12845_00-LEGENDARYFISHING	UP	UP0001		Supported	Compatible
CUSA13043_00	232471	My Memory of Us	UP1561-CUSA13043_00-MYMEMORYOFUSGAME	UP	UP1561		Supported	Compatible
CUSA12800_00	232472	R.B.I. Baseball 19	UP2121-CUSA12800_00-RBIBASEBALL19XNA	UP	UP2121		Supported	Compatible
CUSA12801_00	232473	Creed: Rise to Glory™	UP2292-CUSA12801_00-CR1RELEASE000001	UP	UP2292	Required	Supported	Compatible
CUSA12793_00	232474	DOG GONE GOLFING	UP1701-CUSA12793_00-0000111122223333	UP	UP1701		Supported	Compatible
CUSA12855_00	232475	DominoCraft	UP3487-CUSA12855_00-0000000000000000	UP	UP3487	Required	Supported	Compatible
